,commit id,categories,commit_message
366,3753e3c,['Documentation'],"Javadoc

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1744570 13f79535-47bb-0310-9956-ffa450edef68
"
367,7e8c20b,"['Testing', 'Bug fix', 'Feature Add']","[CODEC-121] QuotedPrintableCodec does not support soft line break per the 'quoted-printable' example on Wikipedia. Apply patch with minor modifications.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1297993 13f79535-47bb-0310-9956-ffa450edef68
"
368,5dd9e60,"['Testing', 'Internationalization']","<action dev=""ggregory"" type=""fix"" issue=""CODEC-187"" due-to=""Michael Tobias, Thomas Neidhart"">Beider Morse Phonetic Matching producing incorrect tokens</action>

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1602044 13f79535-47bb-0310-9956-ffa450edef68
"
369,19478da,['Maintenance'],"Use final on some lvars to clarify intent and avoid potential bugs. Should final be applied all over?

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1378966 13f79535-47bb-0310-9956-ffa450edef68
"
370,a011e57,['Token Replace'],"Better names (don't hide) and Javadoc.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1814521 13f79535-47bb-0310-9956-ffa450edef68
"
371,f42d538,['Documentation'],"Add missing @param Javadoc tag.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1748131 13f79535-47bb-0310-9956-ffa450edef68
"
372,bdc77f1,"['Testing', 'Bug fix', 'Feature Add']","[CODEC-121] QuotedPrintableCodec does not support soft line break per the 'quoted-printable' example on Wikipedia. Apply patch from TN.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1637008 13f79535-47bb-0310-9956-ffa450edef68
"
373,dd86760,['Documentation'],"Remove trailing spaces.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1378955 13f79535-47bb-0310-9956-ffa450edef68
"
374,09a6f09,['Documentation'],"Checkstyle: Line is longer than 120 characters.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1634432 13f79535-47bb-0310-9956-ffa450edef68
"
375,95083b5,['Indentation'],"[CODEC-240] Add Percent-Encoding Codec (described in RFC3986 and RFC7578). Format.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1814514 13f79535-47bb-0310-9956-ffa450edef68
"
376,a078522,['Documentation'],"Javadocs

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/codec/trunk@1744395 13f79535-47bb-0310-9956-ffa450edef68
"
377,c7f3ce1,['Maintenance'],"Fields can be private

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1477614 13f79535-47bb-0310-9956-ffa450edef68
"
378,842e39b,['Documentation'],"Fix Javadoc syntax
Javadoc does not seem to allow generic types, so use html entities to simulate the result
Neat hack from http://stackoverflow.com/questions/9482309/javadoc-bug-link-cant-handle-generics#comment-22244407

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1476780 13f79535-47bb-0310-9956-ffa450edef68
"
379,b75d948,['Documentation'],"fix javadoc warnings related to java.util.Map.Entry
"
380,c611542,['Maintenance'],"Statement unnecessarily nested within else clause.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1635475 13f79535-47bb-0310-9956-ffa450edef68
"
381,ba87583,"['Testing', 'Feature Add']","[COLLECTIONS-471] Added BoundedIterator.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1546220 13f79535-47bb-0310-9956-ffa450edef68
"
382,dd3ac28,"['Documentation', 'Maintenance']","Document the todos wrt size() and wrapped collections: for the 4.1 release we leave it as is as it would require too much work and can be improved later.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1715653 13f79535-47bb-0310-9956-ffa450edef68
"
383,9d6a3eb,['Maintenance'],"Explicit unboxing

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1436075 13f79535-47bb-0310-9956-ffa450edef68
"
384,8961704,['Clean up'],"Remove unneeded import.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1460217 13f79535-47bb-0310-9956-ffa450edef68
"
385,38bb9b4,"['Maintenance', 'Documentation', 'Indentation']","Removed unneeded inheritDoc tags, formatting.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1377489 13f79535-47bb-0310-9956-ffa450edef68
"
386,5a31eea,['Documentation'],"[COLLECTIONS-322] added since tags, fixed javadoc example.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1439046 13f79535-47bb-0310-9956-ffa450edef68
"
387,b5f6652,['Documentation'],"Add missing since tag.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1457661 13f79535-47bb-0310-9956-ffa450edef68
"
388,f9930aa,['Documentation'],"Remove todo: types have been reviewed.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1493564 13f79535-47bb-0310-9956-ffa450edef68
"
389,fcf4320,['Maintenance'],"Make fields private (and final) if possible

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1477400 13f79535-47bb-0310-9956-ffa450edef68
"
390,82b547a,['Bug fix'],"[COLLECTIONS-510] Fix compilation errors with java 8. Thanks to Hollis Waite.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1584898 13f79535-47bb-0310-9956-ffa450edef68
"
391,6d8659c,['Source Control'],"reverting commit 1311904

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/collections/trunk@1311954 13f79535-47bb-0310-9956-ffa450edef68
"
392,5989652,['Maintenance'],"Add support for archive header decompression/decryption.
Streams that filter should extend FilterInputStream.



git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1483525 13f79535-47bb-0310-9956-ffa450edef68
"
393,7c068db,['Feature Add'],"COMPRESS-260 provide read access to GZIP metadata

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1570248 13f79535-47bb-0310-9956-ffa450edef68
"
394,3fc9325,['Clean up'],Unnecessary cast from int to int.
395,325f002,['Documentation'],"Document why default charset usage is OK

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@765139 13f79535-47bb-0310-9956-ffa450edef68
"
396,cfd5387,"['Documentation', 'Indentation']","snappy spec has moved
"
397,cf003d1,['Documentation'],"Javadoc

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@760159 13f79535-47bb-0310-9956-ffa450edef68
"
398,45fa6e0,['Feature Add'],"COMPRESS-109 - Tar implementation does not support Pax headers

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@942748 13f79535-47bb-0310-9956-ffa450edef68
"
399,8c6d38e,"['Maintenance', 'Bug fix', 'Clean up', 'Feature Add']","COMPRESS-147 some cleanup, fix counting, simple available implementation

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1540459 13f79535-47bb-0310-9956-ffa450edef68
"
400,df1d2a4,['Feature Add'],"COMPRESS-285 use a volatile enum rather than an AtomicInteger

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1618584 13f79535-47bb-0310-9956-ffa450edef68
"
401,545c399,['Documentation'],"[COMPRESS-369]

Allow archive extensions through a standard JRE ServiceLoader. Javadoc."
402,ce9e0ce,['Documentation'],"fixed line endings
"
403,f538f38,['Bug fix'],"avoid overflow when resizing
"
404,2be44aa,['Documentation'],"Add @SuppressWarnings(""resource"")."
405,d5aa050,['Maintenance'],[COMPRESS-362] Bullet-proof code using try-with-resources statements.
406,cbdc8bf,"['Testing', 'Feature Add']","COMPRESS-68 Filename suffix mappings for compression formats

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@761492 13f79535-47bb-0310-9956-ffa450edef68
"
407,4d9b92a,['Maintenance'],"Re-made StreamCompressor public.

Unfortunately the createDeferred method was hiding this class from the client code. When
createDeferred was made private, client needs StreamCompressor

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1649149 13f79535-47bb-0310-9956-ffa450edef68
"
408,4ac67bf,['Bug fix'],"avoid returning 0 from read(b, off, len)

while debugging what seemed to be a bug inside the compress antlib it
looks as if BufferedInputStream would translate a 0 return value into
EOF.
"
409,0456186,"['Testing', 'Feature Add']","support reading of long file names in AR archives that use the BSD variant.  COMPRESS-144

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1154877 13f79535-47bb-0310-9956-ffa450edef68
"
410,2f3b09f,"['Testing', 'Refactoring']","add a test that verifies ZipArchiveOutputStream now creates a ZIP64 extension extra field if the offset of a LFH exceeds 4GB.  COMPRESS-150

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/branches/zip64@1152298 13f79535-47bb-0310-9956-ffa450edef68
"
411,177483e,['Clean up'],"Remove unused code

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@765021 13f79535-47bb-0310-9956-ffa450edef68
"
412,0299191,['Bug fix'],"Bzip2CompressorInputStream never called count() - reported by Lasse Collin

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1154818 13f79535-47bb-0310-9956-ffa450edef68
"
413,fdac147,"['Testing', 'Bug fix']","TarArchiveOutputStream's getBytesWritten doesn't work.  COMPRESS-160

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1187874 13f79535-47bb-0310-9956-ffa450edef68
"
414,b4805bb,['Maintenance'],"COMPRESS-334 alterantive fix
"
415,a6fbdae,"['Testing', 'Feature Add']","support writing big files using star extensions.  COMPRESS-165.  Patch by John Kodis.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1211892 13f79535-47bb-0310-9956-ffa450edef68
"
416,2d858d5,"['Testing', 'Bug fix']","COMPRESS-114 Fix name round-trip problem

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@945189 13f79535-47bb-0310-9956-ffa450edef68
"
417,5f99a51,['Clean up'],"don't duplicate the 'do I need zip64' check when creating central directory headers

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/compress/trunk@1648164 13f79535-47bb-0310-9956-ffa450edef68
"
418,f7e0a4a,['Feature Add'],"add lazy matching to LZ77 compressors
"
419,9d84f5a,"['Testing', 'Maintenance']","[CONFIGURATION-200] Provided a specialized size() implementation for DynamicCombinedConfiguration.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/configuration/trunk@1643923 13f79535-47bb-0310-9956-ffa450edef68
"
420,d042d35,['Documentation'],"[CONFIGURATION-626] Deprecated getArray() method.

Added a comment that the same functionality is available by the
generic get() method in a type-safe way.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/configuration/trunk@1744957 13f79535-47bb-0310-9956-ffa450edef68
"
421,40ce05b,"['Testing', 'Maintenance']","[CONFIGURATION-200] Provided a specialized size() implementation for BaseConfiguration.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/configuration/trunk@1643922 13f79535-47bb-0310-9956-ffa450edef68
"
422,79f4969,['Feature Add'],"Added EventListener interface.

This is a generic interface for reacting on all kinds of events generated by
the [configuration] library.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/configuration/trunk@1596015 13f79535-47bb-0310-9956-ffa450edef68
"
423,8309cfc,['Documentation'],"[CONFIGURATION-653] Added @since tags.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/configuration/trunk@1785888 13f79535-47bb-0310-9956-ffa450edef68
"
424,6a34b82,"['Testing', 'Maintenance']","[CSV-68] Use the Builder pattern for CSVFormat.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/csv/trunk@1409449 13f79535-47bb-0310-9956-ffa450edef68
"
425,15b4e3f,['Refactoring'],"Sort members alphabetically

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/csv/trunk@1512606 13f79535-47bb-0310-9956-ffa450edef68
"
426,8a5f777,['Documentation'],"CSVParser JavaDoc should be about using the CSVParser and not how to customize CSVFormats. Customizing CSVFormats is subject of CSVFormat JavaDoc.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/csv/trunk@1522836 13f79535-47bb-0310-9956-ffa450edef68
"
427,71c209f,['Maintenance'],"Add final modifier to method parameters.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/csv/trunk@1743529 13f79535-47bb-0310-9956-ffa450edef68
"
428,bb7d696,['Documentation'],"Javadoc.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/csv/trunk@1397771 13f79535-47bb-0310-9956-ffa450edef68
"
429,88a7e75,"['Bug fix', 'Maintenance']","CSV-113 Check whether ISE/IAE are being used appropriately

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/csv/trunk@1593148 13f79535-47bb-0310-9956-ffa450edef68
"
430,c473d87,"['Bug fix', 'Maintenance']","The charset can be null and will default to UTF-8.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/csv/trunk@1578191 13f79535-47bb-0310-9956-ffa450edef68
"
